postcode,region_id,city,region
273013,517,Gorakhpur,Uttar Pradesh
273015,517,Gorakhpur,Uttar Pradesh
276001,517,Azamgarh,Uttar Pradesh
277001,517,Varanasi,Uttar Pradesh
281001,517,Mathura,Uttar Pradesh
281004,517,Mathura,Uttar Pradesh
281005,517,Mathura,Uttar Pradesh
281121,517,Mathura,Uttar Pradesh
282001,517,Agra,Uttar Pradesh
282002,517,Agra,Uttar Pradesh
282003,517,Agra,Uttar Pradesh
282004,517,Agra,Uttar Pradesh
282005,517,Agra,Uttar Pradesh
282006,517,Agra,Uttar Pradesh
282007,517,Agra,Uttar Pradesh
282008,517,Agra,Uttar Pradesh
282009,517,Agra,Uttar Pradesh
282010,517,Agra,Uttar Pradesh
283203,517,Firozabad,Uttar Pradesh
284001,517,"Civil Lines, Jhansi",Uttar Pradesh
284002,517,"Civil Lines, Jhansi",Uttar Pradesh
284003,517,"Civil Lines, Jhansi",Uttar Pradesh
284128,517,"Civil Lines, Jhansi",Uttar Pradesh
285001,517,Orai,Uttar Pradesh
301001,513,Alwar,Rajasthan
301019,513,Bhiwadi,Rajasthan
301030,513,Alwar,Rajasthan
301701,513,Alwar,Rajasthan
301703,513,Alwar,Rajasthan
301704,513,Alwar,Rajasthan
301705,513,Alwar,Rajasthan
301706,513,Alwar,Rajasthan
301707,513,Bhiwadi,Rajasthan
302001,513,Jaipur,Rajasthan
302002,513,Jaipur,Rajasthan
302003,513,Jaipur,Rajasthan
302004,513,Jaipur,Rajasthan
302005,513,Jaipur,Rajasthan
302006,513,Jaipur,Rajasthan
302007,513,Jaipur,Rajasthan
302008,513,Jaipur,Rajasthan
302009,513,Jaipur,Rajasthan
302010,513,Jaipur,Rajasthan
302011,513,Jaipur,Rajasthan
302012,513,Jaipur,Rajasthan
302013,513,Jaipur,Rajasthan
302015,513,Jaipur,Rajasthan
302016,513,Jaipur,Rajasthan
302017,513,Jaipur,Rajasthan
302018,513,Jaipur,Rajasthan
302019,513,Jaipur,Rajasthan
302020,513,Jaipur,Rajasthan
